14.464331066,你
14.688321995,别
14.912335601,弹
15.136326531,了
15.584331066,别
15.808321995,哦
16.032335601,了
16.479342404,别
16.703333333,嘈
16.927324263,了
17.375328798,下
17.599342404,铺
17.823333333,了
18.270340136,座
18.494331066,位
18.718321995,对
19.166326531,调
19.835646259,New Point
20.294240363,New Point
20.741224490,New Point
21.199818594,New Point
21.629342404,雨
21.852335601,落
22.076326531,完
22.300340136,了
22.748321995,病
22.972335601,完
23.196326531,了
23.644331066,蚀
23.867324263,完
24.091337868,了
24.539342404,月
24.763333333,圆
24.987324263,了
25.435328798,暴
25.658321995,风
25.882335601,退
26.330340136,掉
26.999002268,New Point
27.440181406,New Point
27.910385488,New Point
28.351564626,New Point
28.793333333,万
29.241337868,事
29.464331066,都
29.688321995,失
29.912335601,控
30.136326531,了
31.032335601,亦
31.255328798,都
31.479319728,可
31.703333333,说
31.927324263,笑
32.823333333,就
33.047324263,死
33.270340136,都
33.494331066,要
33.718321995,笑
34.168163265,New Point
34.615147392,New Point
35.067936508,New Point
35.497505669,New Point
35.957324263,你
36.181337868,别
36.405328798,烦
36.629342404,了
37.076326531,别
37.300340136,嫌
37.524331066,了
37.972335601,别
38.196326531,愁
38.420340136,了
38.867324263,没
39.091337868,需
39.315328798,要
39.763333333,赚
39.987324263,一
40.211337868,百
40.658321995,兆
41.331519274,New Point
41.778503401,New Point
42.225487528,New Point
42.684081633,New Point
43.569342404,丧
44.017324263,买
44.464331066,黄
44.912335601,金
45.151201814,股
45.584331066,票
46.032335601,但
46.255328798,过
46.479342404,几
47.375328798,秒
48.270340136,都
48.718321995,可
49.166326531,以
49.390340136,变
49.614331066,废
49.838321995,料
50.733333333,过
51.181337868,眼
51.629342404,云
52.076326531,烟
52.300340136,易
52.748321995,来
53.196326531,同
53.420340136,时
53.684535147,易
54.539342404,去
55.435328798,世
55.882335601,道
56.106326531,险
56.330340136,要
58.345328798,风
58.569342404,水
59.017324263,哪
59.464331066,时
59.688321995,轮
59.912335601,流
60.136326531,难
60.360340136,尽
60.584331066,意
60.808321995,料
61.927324263,请
62.151337868,保
62.599342404,证
63.047324263,你
63.270340136,斗
63.494331066,志
63.718321995,没
63.942335601,有
64.166326531,少
65.509342404,要
65.733333333,跌
66.181337868,姿
66.629342404,势
66.852335601,尽
67.076326531,量
67.300340136,亦
67.524331066,要
67.748321995,好
68.196326531,越
68.644331066,是
69.091337868,落
69.539342404,难
69.987324263,更
70.435328798,要
70.882335601,笑
71.330340136,谁
71.554331066,做
71.778321995,对
72.002335601,谁
72.226326531,做
72.449342404,错
72.897324263,都
73.121337868,洗
73.345328798,牌
73.793333333,砌
74.241337868,过
74.912335601,就
75.136326531,算
75.360340136,好
75.584331066,就
75.808321995,算
76.032335601,差
76.479342404,抛
76.927324263,进
77.375328798,黄
77.823333333,河
78.494331066,然
78.718321995,后
78.942335601,你
79.166326531,然
79.390340136,后
79.614331066,我
80.061337868,都
80.285328798,执
80.509342404,位
80.957324263,搏
81.405328798,过
82.076326531,换
82.300340136,了
82.524331066,庄
82.748321995,换
82.972335601,了
83.196326531,章
83.644331066,不
84.091337868,怕
84.539342404,邪
84.987324263,回
85.211337868,去
85.658321995,赢
85.882335601,过
86.106326531,can't
86.330340136,you
86.554331066,see
86.778321995,let
87.002335601,it
87.226326531,be
87.449342404,what
87.897324263,you
88.009342404,gonna
88.140816327,do
88.251020408,is
88.342857143,New Point
88.569342404,dance
88.657142857,New Point
88.745918367,New Point
89.017324263,with
89.241337868,me
89.688321995,搏
90.136326531,中
90.360340136,有
90.808321995,铺
91.255328798,不
91.703333333,错
92.151337868,赢
92.375328798,到
92.823333333,忘
93.046326531,我
93.270340136,can't
93.494331066,you
93.718321995,see
94.166326531,let
94.390340136,it
94.614331066,be
95.061337868,what
95.173333333,you
95.285328798,gonna
95.383673469,New Point
95.509342404,do
95.733333333,is
95.849070295,New Point
95.957324263,dance
96.181337868,with
96.405328798,me
96.852335601,输
97.300340136,了
97.524331066,亦
97.972335601,高
98.420340136,歌
99.315328798,大
99.539342404,家
99.763333333,利
99.987324263,事
