10.700136054,灯
12.005147392,孤
12.331133787,单
12.494149660,的
12.983151927,透
13.146145125,过
13.309138322,我
13.798140590,的
14.287142857,心
14.614149660,结
15.918140590,你
17.222154195,说
17.548140590,爱
17.711133787,的
18.200136054,季
18.364149660,节
18.527142857,不
19.016145125,会
19.505147392,调
19.831133787,谢
21.135147392,这
21.624149660,个
22.114149660,谎
22.440136054,言
23.092154195,最
23.418140590,终
23.744149660,说
24.233151927,了
24.722154195,再
25.048140590,见
25.700136054,被
26.027142857,冻
26.353151927,结
28.309138322,嗯
31.570136054,等
32.848979592,一
33.175510204,个
33.338775510,无
33.816326531,法
33.983673469,清
34.130612245,点
34.640816327,的
35.129818594,从
35.455827664,前
36.759818594,你
38.064829932,怎
38.390816327,么
38.553809524,就
39.042811791,这
39.233151927,样
39.396145125,结
39.873469388,束
40.362471655,一
40.688458050,切
41.993469388,我
42.482471655,手
42.971473923,中
43.297460317,还
43.787755102,留
44.276757370,着
44.603764172,你
45.092766440,的
45.581768707,照
45.907755102,片
46.559750567,悄
46.885759637,悄
47.222154195,地
49.497959184,模
49.823945578,糊
50.149954649,了
50.475963719,我
50.801950113,的
51.127959184,视
51.779954649,线
52.432947846,转
52.758956916,眼
53.084965986,看
53.410952381,见
53.736961451,你
54.062947846,的
54.233151927,笑
54.697959184,脸
55.023945578,陪
55.349954649,在
55.512947846,她
56.002947846,身
56.328956916,边
57.632947846,留
57.958956916,在
58.284943311,眼
58.610952381,眶
58.936938776,中
59.262947846,的
59.425941043,眼
59.940136054,泪
60.266145125,越
60.555102041,来
60.722448980,越
61.081133787,明
61.591836735,显
62.526530612,我
62.852539683,们
63.178526077,曾
63.342539683,漫
63.668526077,步
64.157528345,在
64.483537415,海
64.646530612,边
64.972539683,却
65.461541950,看
65.787528345,不
65.950544218,见
66.276530612,明
66.787142857,天
67.746938776,我
68.072947846,想
68.398934240,那
68.561927438,是
69.050929705,上
69.376938776,天
70.354943311,对
70.680929705,爱
71.007936508,情
71.170929705,的
71.659931973,搁
72.005147392,浅
73.309138322,多
73.798140590,想
74.228571429,有
74.614149660,个
75.103151927,美
75.592154195,丽
75.918140590,的
76.570136054,世
77.222154195,界
78.527142857,试
79.016145125,着
79.448979592,去
79.831133787,忘
80.320136054,记
80.809138322,你
81.135147392,的
81.787142857,一
82.440136054,切
83.744149660,可
84.233151927,心
84.722154195,痛
85.048140590,总
85.537142857,在
85.971428571,想
86.353151927,念
86.842154195,里
87.331133787,强
87.657142857,烈
88.635147392,我
88.961133787,哭
89.287142857,泣
89.614149660,的
89.777142857,双
90.266145125,眼
91.220408163,却
91.546938776,没
92.059138322,有
92.510204082,终
92.834693878,点
