25.759297052,周
25.999297052,末
26.239297052,午
26.479297052,夜
26.719297052,别
26.960294785,徘
27.080294785,徊
27.681292517,快
27.921292517,到
28.161292517,苹
28.401292517,果
28.641292517,乐
28.882290249,园
29.002290249,来
30.083287982,欢
30.323287982,迎
30.563287982,流
30.804285714,浪
31.044285714,的
31.284285714,小
31.765283447,孩
33.447301587,不
33.687301587,要
33.927301587,在
34.167301587,一
34.407301587,旁
34.648299320,发
34.768299320,呆
35.369297052,一
35.609297052,起
35.849297052,大
36.209297052,声
36.570294785,呼
36.810294785,喊
37.531292517,向
37.771292517,寂
38.011292517,寞
38.251292517,午
38.492290249,夜
38.732290249,说
38.972290249,Bye
39.453287982,bye
41.615283447,音
41.962585034,乐
42.576303855,星
42.914603175,光
43.537301587,样
43.777301587,样
44.017301587,都
44.258299320,浪
44.378299320,漫
45.459297052,烦
45.820000000,恼
46.420294785,忧
46.777823129,愁
47.381292517,都
47.621292517,与
47.861292517,我
48.102290249,无
48.222290249,关
49.303287982,这
49.543287982,是
49.783287982,我
50.024285714,们
50.264285714,的
50.504285714,舞
50.624285714,台
51.225283447,散
51.465283447,发
51.705283447,魅
51.946303855,力
52.186303855,趁
52.426303855,现
52.546303855,在
53.147301587,让
53.510385488,汗
53.827981859,水
54.108299320,尽
54.468299320,情
54.829297052,飘
55.069297052,散
56.511292517,告
56.751292517,诉
56.871292517,我
56.991292517,What's
57.351292517,your
57.712290249,name
58.192290249,接
58.433287982,受
58.673287982,这
58.913287982,邀
59.273287982,请
59.634285714,函
60.835283447,I
61.195283447,love
61.556303855,you
62.036303855,走
62.277301587,出
62.517301587,角
62.757301587,落
62.997301587,的
63.237301587,黑
63.478299320,暗
64.679297052,Don't
65.039297052,you
65.400294785,know
65.880294785,给
66.121292517,我
66.361292517,全
66.601292517,部
66.961292517,的
67.322290249,爱
68.523287982,I
68.883287982,need
69.244285714,you
69.685986395,安
69.965283447,慰
70.205283447,我
70.420317460,的
70.805283447,不
71.166281179,安
72.607301587,跟
72.847301587,着
73.088299320,我
73.546938776,尽
73.687755102,情
73.820408163,摇
74.049297052,摆
74.529297052,跟
74.769297052,着
75.010294785,我
75.490294785,不
75.610294785,要
75.731292517,伤
75.971292517,怀
76.451292517,跟
76.691292517,着
76.932290249,我
77.361224490,散
77.493877551,发
77.653287982,光
77.893287982,彩
78.133287982,照
78.373287982,亮
78.613287982,天
78.854285714,空
79.094285714,的
79.334285714,阴
79.575283447,暗
80.055283447,啦
81.016303855,啦
81.977301587,啦
82.938299320,啦
83.899297052,尽
84.860294785,情
85.341292517,摇
85.581292517,摆
87.743287982,啦
88.704285714,啦
89.665283447,啦
90.626303855,啦
91.587301587,尽
92.548299320,情
93.029297052,摇
93.269297052,摆
