13.178480726,把
13.384467120,你
13.590476190,的
13.795464853,手
14.001473923,指
14.207482993,向
14.618480726,太
14.824467120,阳
15.235464853,升
15.646462585,起
15.852471655,来
16.058480726,的
16.263469388,方
16.469478458,向
16.880476190,我
17.086462585,有
17.292471655,一
17.497460317,种
17.703469388,能
17.909478458,降
18.115464853,风
18.320476190,的
18.526462585,力
18.937482993,量
20.171473923,世
20.377482993,界
20.583469388,再
20.788480726,大
20.994467120,也
21.200476190,不
21.405464853,怕
21.817482993,握
22.228480726,紧
22.434467120,拳
22.639478458,头
22.845464853,拿
23.051473923,下
23.462471655,心
23.668480726,不
23.873469388,想
24.079478458,成
24.285464853,不
24.490476190,了
24.902471655,伟
25.108480726,大
26.547482993,有
26.753469388,一
26.959478458,种
27.164467120,让
27.370476190,我
27.576462585,活
27.781473923,着
27.980045351,的
28.193469388,理
28.398480726,由
29.838480726,让
30.044467120,我
30.249478458,像
30.455464853,风
30.661473923,一
30.866462585,样
31.072471655,自
31.278480726,由
31.483469388,的
31.689478458,跑
33.129478458,有
33.335464853,一
33.540476190,种
33.746462585,让
33.952471655,我
34.157482993,快
34.363469388,乐
34.569478458,的
34.774467120,理
34.980476190,由
36.420476190,让
36.625464853,我
36.831473923,像
37.037482993,孩
37.242471655,子
37.448480726,一
37.654467120,样
37.859478458,的
38.271473923,笑
40.122471655,眼
40.328480726,睛
40.533469388,看
40.739478458,得
40.945464853,到
41.150476190,的
41.356462585,地
41.562471655,方
41.973469388,woo
42.175510204,New Point
42.375510204,New Point
43.413469388,用
43.618480726,脚
43.824467120,去
44.235464853,征
44.647482993,服
44.852471655,他
46.704467120,眼
46.909478458,睛
47.115464853,看
47.321473923,不
47.526462585,到
47.732471655,的
47.938480726,地
48.143469388,方
48.555464853,woo
48.767346939,New Point
48.951020408,New Point
49.789478458,有
49.994467120,李
50.200476190,宁
50.406462585,帮
50.611473923,我
50.817482993,指
51.023469388,引
51.434467120,他
52.874467120,Let's
53.285464853,Fun
53.902471655,run
54.314467120,Fun
54.725464853,run
56.165464853,Let's
56.576462585,Fun
57.193469388,run
57.604467120,Fun
58.008163265,run
59.455464853,Let's
59.867482993,Fun
60.484467120,run
60.895464853,Fun
61.307482993,run
61.924467120,oh
62.746462585,Let's
63.158480726,Fun
63.569478458,run
64.186462585,Fun
64.597482993,run
66.037482993,Let's
66.448480726,Fun
67.066462585,run
67.477482993,Fun
67.888480726,run
69.328480726,Let's
69.739478458,Fun
70.356462585,run
70.768480726,Fun
71.163356009,run
72.619478458,Let's
73.030476190,Fun
73.647482993,run
74.059478458,Fun
74.470476190,run
75.087482993,oh
75.910476190,Let's
76.321473923,Fun
76.732471655,run
77.349478458,Fun
77.761473923,run
