15.510929705,沙
15.966621315,发
16.227845805,上
16.875941043,睡
17.176961451,着
18.898934240,孤
19.137936508,单
19.375941043,冷
19.851927438,醒
20.089931973,的
20.803945578,破
21.075011338,晓
23.182222222,冷
23.597278912,的
23.873015873,面
24.398367347,条
25.089931973,热
25.512925170,的
25.803945578,泪
26.279931973,痕
26.917732426,啤
27.341496599,酒
27.654965986,在
28.894331066,苦
29.622857143,笑
30.743219955,当
31.242448980,时
31.477551020,的
32.165442177,煎
32.461496599,熬
34.113015873,当
34.351020408,时
34.583219955,的
35.030204082,心
35.244988662,痛
35.988027211,如
36.246349206,绞
38.379591837,天
39.613945578,终
39.851927438,于
40.208934240,亮
40.591836735,了
41.946938776,遗
42.208163265,憾
42.470929705,终
42.946938776,于
43.359183673,退
44.065306122,潮
45.048979592,终
45.289795918,于
45.526530612,能
45.755102041,够
45.987755102,恨
46.473469388,不
46.738775510,再
47.232925170,疯
47.946938776,泪
48.391836735,不
48.648979592,再
49.093877551,掉
49.844535147,心
50.327936508,不
50.590476190,跑
52.622222222,一
52.886349206,定
53.112743764,会
53.342040816,有
53.600362812,一
54.017936508,个
54.256938776,人
55.266394558,一
55.501496599,段
55.957188209,新
56.209705215,的
56.714739229,美
57.443265306,好
61.279931973,谁
61.701224490,让
62.032108844,我
62.470929705,拥
63.184943311,抱
63.849070295,谁
64.087074830,让
64.342494331,我
65.089931973,再
65.565941043,一
65.803945578,次
66.279931973,心
66.756938776,跳
67.946938776,就
68.184943311,算
68.422925170,爱
68.665306122,情
69.851927438,让
70.089931973,我
70.327936508,再
70.555102041,次
71.279931973,的
71.517936508,跌
71.994943311,倒
72.708934240,伤
73.159183673,痕
73.422925170,也
73.898934240,要
74.375941043,是
74.851927438,一
75.089931973,种
75.327936508,骄
75.803945578,傲
76.493877551,谁
76.922448980,让
77.195918367,我
77.644897959,拥
78.387755102,抱
79.110204082,谁
79.355102041,让
79.612244898,我
80.257142857,疯
80.803945578,狂
81.041927438,的
81.517936508,心
81.967346939,跳
83.151020408,就
83.375510204,算
83.612244898,明
83.857142857,天
85.032653061,整
85.253061224,个
85.477551020,城
85.745487528,市
86.398934240,要
86.656870748,倾
87.179591837,倒
87.869387755,也
88.359183673,让
88.620408163,我
89.081632653,爱
89.322448980,到
90.636734694,最
90.920634921,后
91.371428571,一
91.824489796,秒
